GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US471570216202,471570216202,"Block Group 2, Census Tract 216.20, Shelby County, Tennessee",667,106,0,12,37,32,31,24,74,71,55,40,46,57,11,18,57,42,8,16,36,38,74,39,63,52,50,36,32,27,87,77,6,10
1500000US471570217101,471570217101,"Block Group 1, Census Tract 217.10, Shelby County, Tennessee",950,102,117,69,129,61,101,59,105,66,136,71,29,34,48,40,126,69,65,49,44,44,9,15,24,30,17,26,0,12,0,12,0,12
1500000US471570217102,471570217102,"Block Group 2, Census Tract 217.10, Shelby County, Tennessee",228,65,8,13,19,30,0,12,0,12,40,36,21,28,15,24,19,28,9,15,24,24,39,38,25,22,9,15,0,12,0,12,0,12
1500000US471570217211,471570217211,"Block Group 1, Census Tract 217.21, Shelby County, Tennessee",828,111,49,42,111,77,90,56,43,45,33,32,108,73,69,59,41,49,6,10,62,53,33,28,139,59,25,29,0,12,19,22,0,12
1500000US471570217212,471570217212,"Block Group 2, Census Tract 217.21, Shelby County, Tennessee",455,111,138,86,87,60,0,12,111,65,19,31,0,12,29,31,41,41,30,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US471570217213,471570217213,"Block Group 3, Census Tract 217.21, Shelby County, Tennessee",481,117,71,58,54,49,54,41,115,75,0,12,25,29,16,28,34,37,25,34,38,38,49,44,0,12,0,12,0,12,0,12,0,12
1500000US471570217241,471570217241,"Block Group 1, Census Tract 217.24, Shelby County, Tennessee",405,66,51,47,39,33,32,24,14,18,17,20,21,24,0,12,41,34,14,19,24,19,67,40,38,23,34,23,0,12,0,12,13,21
1500000US471570217242,471570217242,"Block Group 2, Census Tract 217.24, Shelby County, Tennessee",506,60,23,23,15,19,36,36,50,37,49,32,24,18,70,41,18,21,21,22,74,43,48,29,50,27,5,8,6,9,0,12,17,20
1500000US471570217251,471570217251,"Block Group 1, Census Tract 217.25, Shelby County, Tennessee",532,108,29,37,44,68,53,50,81,63,91,66,27,33,13,22,33,44,18,30,65,57,37,33,41,38,0,12,0,12,0,12,0,12
1500000US471570217252,471570217252,"Block Group 2, Census Tract 217.25, Shelby County, Tennessee",778,145,13,17,122,90,30,36,180,101,186,105,47,36,33,43,86,75,15,24,31,30,17,28,18,23,0,12,0,12,0,12,0,12
1500000US471570217253,471570217253,"Block Group 3, Census Tract 217.25, Shelby County, Tennessee",897,151,43,50,103,93,38,31,58,47,78,55,125,70,48,56,56,45,108,85,86,61,91,81,27,33,25,34,11,17,0,12,0,12
1500000US471570217261,471570217261,"Block Group 1, Census Tract 217.26, Shelby County, Tennessee",540,125,123,105,27,44,105,84,14,23,55,53,37,42,38,34,48,45,13,23,10,17,23,28,19,30,0,12,14,22,14,23,0,12
1500000US471570217262,471570217262,"Block Group 2, Census Tract 217.26, Shelby County, Tennessee",881,175,69,59,54,56,119,107,214,115,0,12,35,47,98,80,68,95,56,68,25,41,130,83,0,12,13,21,0,12,0,12,0,12
1500000US471570217263,471570217263,"Block Group 3, Census Tract 217.26, Shelby County, Tennessee",848,183,151,100,53,82,126,95,101,85,120,95,90,81,43,58,111,97,21,36,32,56,0,12,0,12,0,12,0,12,0,12,0,12
1500000US471570217311,471570217311,"Block Group 1, Census Tract 217.31, Shelby County, Tennessee",509,73,53,41,42,38,56,44,43,33,37,32,56,43,35,28,23,24,21,22,39,29,29,24,31,28,19,23,0,12,14,16,11,14
1500000US471570217312,471570217312,"Block Group 2, Census Tract 217.31, Shelby County, Tennessee",388,65,51,37,5,8,27,19,62,40,24,25,81,45,46,44,17,13,6,8,14,12,15,17,9,13,0,12,24,24,7,11,0,12
1500000US471570217321,471570217321,"Block Group 1, Census Tract 217.32, Shelby County, Tennessee",941,157,130,93,64,67,67,62,62,72,111,109,176,115,28,45,48,47,55,64,94,72,22,21,24,29,0,12,19,31,41,57,0,12
1500000US471570217322,471570217322,"Block Group 2, Census Tract 217.32, Shelby County, Tennessee",1082,182,160,110,276,115,42,52,168,110,178,120,72,81,76,62,52,69,26,42,0,12,9,16,13,22,0,12,0,12,10,16,0,12
1500000US471570217323,471570217323,"Block Group 3, Census Tract 217.32, Shelby County, Tennessee",280,89,0,12,43,57,0,12,0,12,31,51,15,23,26,43,51,45,13,20,6,12,46,47,15,19,14,22,0,12,0,12,20,30
1500000US471570217324,471570217324,"Block Group 4, Census Tract 217.32, Shelby County, Tennessee",423,121,0,12,0,12,36,42,16,27,37,60,13,20,0,12,8,12,20,32,18,30,102,64,67,65,32,50,31,41,43,65,0,12
1500000US471570217411,471570217411,"Block Group 1, Census Tract 217.41, Shelby County, Tennessee",716,165,0,12,33,52,32,39,63,66,37,59,31,49,150,124,67,62,33,28,26,31,100,86,35,59,94,89,0,12,15,24,0,12
1500000US471570217412,471570217412,"Block Group 2, Census Tract 217.41, Shelby County, Tennessee",521,143,31,38,81,80,43,55,12,22,53,44,0,12,65,67,0,12,11,18,8,16,121,95,23,25,52,80,0,12,0,12,21,28
1500000US471570217413,471570217413,"Block Group 3, Census Tract 217.41, Shelby County, Tennessee",612,156,68,76,16,26,52,60,36,53,55,71,89,77,63,69,10,19,62,62,30,46,17,23,33,51,66,84,0,12,15,26,0,12
1500000US471570217414,471570217414,"Block Group 4, Census Tract 217.41, Shelby County, Tennessee",820,173,50,61,58,78,39,59,87,80,0,12,0,12,32,38,0,12,127,109,47,40,250,125,102,78,28,32,0,12,0,12,0,12
1500000US471570217441,471570217441,"Block Group 1, Census Tract 217.44, Shelby County, Tennessee",525,106,16,20,51,54,29,29,48,64,39,29,9,15,79,72,0,12,8,15,41,36,26,25,122,81,46,46,11,22,0,12,0,12
1500000US471570217442,471570217442,"Block Group 2, Census Tract 217.44, Shelby County, Tennessee",523,120,7,12,0,12,70,51,36,54,52,70,33,53,33,45,0,12,0,12,27,25,69,65,112,80,68,53,7,11,9,15,0,12
1500000US471570217443,471570217443,"Block Group 3, Census Tract 217.44, Shelby County, Tennessee",600,116,9,15,23,25,0,12,0,12,14,16,10,17,8,12,47,40,40,35,65,73,70,56,154,83,64,49,38,49,29,26,29,34
1500000US471570217444,471570217444,"Block Group 4, Census Tract 217.44, Shelby County, Tennessee",417,87,28,31,7,12,0,12,0,12,10,15,0,12,44,68,18,21,25,41,51,39,119,88,62,41,29,31,24,28,0,12,0,12
1500000US471570217451,471570217451,"Block Group 1, Census Tract 217.45, Shelby County, Tennessee",813,139,0,12,57,59,0,12,0,12,11,19,10,16,32,38,84,72,0,12,142,100,157,110,154,104,68,52,91,70,7,14,0,12
1500000US471570217452,471570217452,"Block Group 2, Census Tract 217.45, Shelby County, Tennessee",1341,161,94,99,0,12,0,12,0,12,70,80,69,58,35,35,45,37,69,90,62,47,126,68,311,137,180,111,205,92,75,59,0,12
1500000US471570217453,471570217453,"Block Group 3, Census Tract 217.45, Shelby County, Tennessee",580,150,0,12,0,12,31,35,0,12,14,22,75,64,27,32,68,74,24,29,40,39,138,120,123,107,13,20,27,35,0,12,0,12
1500000US471570217461,471570217461,"Block Group 1, Census Tract 217.46, Shelby County, Tennessee",732,103,71,73,41,36,49,62,33,38,39,58,49,40,145,99,10,16,51,47,18,21,56,41,124,67,38,45,8,15,0,12,0,12
1500000US471570217462,471570217462,"Block Group 2, Census Tract 217.46, Shelby County, Tennessee",345,87,0,12,27,33,27,43,41,49,13,22,64,79,25,35,19,30,16,24,22,25,31,37,18,20,33,33,0,12,0,12,9,17
1500000US471570217463,471570217463,"Block Group 3, Census Tract 217.46, Shelby County, Tennessee",606,130,12,17,33,52,67,67,60,48,72,75,51,52,41,36,68,62,0,12,47,41,87,75,42,44,10,17,0,12,0,12,16,24
1500000US471570217471,471570217471,"Block Group 1, Census Tract 217.47, Shelby County, Tennessee",797,109,59,69,31,34,42,41,26,34,14,24,82,68,59,50,21,24,45,46,95,62,133,87,164,89,11,20,15,25,0,12,0,12
1500000US471570217472,471570217472,"Block Group 2, Census Tract 217.47, Shelby County, Tennessee",432,109,68,71,0,12,0,12,14,23,9,24,60,64,10,17,36,41,20,23,42,40,23,27,54,49,48,48,48,49,0,12,0,12
1500000US471570217511,471570217511,"Block Group 1, Census Tract 217.51, Shelby County, Tennessee",1516,149,36,43,66,80,52,61,0,12,58,61,46,46,35,44,73,45,78,91,130,74,226,106,344,141,275,120,52,44,45,44,0,12
1500000US471570217512,471570217512,"Block Group 2, Census Tract 217.51, Shelby County, Tennessee",758,145,22,33,16,25,11,18,43,47,0,12,0,12,29,48,16,26,0,12,65,55,94,77,203,92,188,121,37,34,22,25,12,19
1500000US471570217521,471570217521,"Block Group 1, Census Tract 217.52, Shelby County, Tennessee",1590,122,68,69,96,64,51,54,36,56,36,40,76,53,101,61,77,64,57,40,132,82,199,90,290,112,168,80,125,66,66,41,12,18
1500000US471570217531,471570217531,"Block Group 1, Census Tract 217.53, Shelby County, Tennessee",442,87,9,15,0,12,0,12,8,12,15,19,8,15,16,25,22,25,29,37,29,25,171,80,76,55,19,19,40,34,0,12,0,12
1500000US471570217532,471570217532,"Block Group 2, Census Tract 217.53, Shelby County, Tennessee",619,111,3,20,11,18,0,12,16,19,28,28,9,16,24,27,0,12,0,12,59,42,107,70,193,97,70,45,11,17,88,80,0,12
1500000US471570217541,471570217541,"Block Group 1, Census Tract 217.54, Shelby County, Tennessee",737,121,9,14,0,12,31,26,12,18,8,12,22,24,91,89,80,53,65,48,78,66,89,51,130,60,92,52,21,25,9,12,0,12
1500000US471570217542,471570217542,"Block Group 2, Census Tract 217.54, Shelby County, Tennessee",907,130,24,27,59,73,21,34,52,56,74,58,54,52,23,35,24,25,43,64,90,59,104,68,95,71,208,102,36,38,0,12,0,12
1500000US471570219001,471570219001,"Block Group 1, Census Tract 219, Shelby County, Tennessee",344,81,68,47,54,41,44,38,20,22,35,35,45,35,34,44,7,12,23,27,0,12,6,11,8,12,0,12,0,12,0,12,0,12
1500000US471570219002,471570219002,"Block Group 2, Census Tract 219, Shelby County, Tennessee",625,110,44,42,41,40,74,67,83,57,40,47,83,63,18,19,64,60,44,55,22,24,28,42,41,41,43,47,0,12,0,12,0,12
1500000US471570219003,471570219003,"Block Group 3, Census Tract 219, Shelby County, Tennessee",267,81,62,47,17,19,0,12,53,45,0,12,3,7,7,11,6,11,8,14,40,33,0,12,22,21,8,14,35,48,6,10,0,12
1500000US471570219004,471570219004,"Block Group 4, Census Tract 219, Shelby County, Tennessee",541,93,8,13,12,17,30,27,89,55,37,32,37,40,6,10,52,37,50,42,85,65,25,21,67,38,32,39,0,12,11,19,0,12
1500000US471570220221,471570220221,"Block Group 1, Census Tract 220.22, Shelby County, Tennessee",349,108,88,64,45,40,14,22,0,12,33,39,18,25,17,24,22,33,0,12,47,56,65,61,0,12,0,12,0,12,0,12,0,12
1500000US471570220222,471570220222,"Block Group 2, Census Tract 220.22, Shelby County, Tennessee",174,84,34,44,23,30,27,44,11,18,0,12,0,12,16,26,33,54,30,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US471570220223,471570220223,"Block Group 3, Census Tract 220.22, Shelby County, Tennessee",205,109,34,33,14,23,0,12,23,37,7,11,56,73,39,60,0,12,32,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US471570220224,471570220224,"Block Group 4, Census Tract 220.22, Shelby County, Tennessee",153,78,42,47,5,12,8,12,0,12,0,12,0,12,22,36,28,37,16,24,22,33,0,12,0,12,0,12,10,17,0,12,0,12
1500000US471570220225,471570220225,"Block Group 5, Census Tract 220.22, Shelby County, Tennessee",356,112,76,69,65,47,0,12,47,42,15,23,11,21,9,14,11,19,0,12,21,24,70,60,26,28,0,12,0,12,5,14,0,12
1500000US471570220231,471570220231,"Block Group 1, Census Tract 220.23, Shelby County, Tennessee",470,90,40,33,30,31,68,65,0,12,5,8,29,30,46,48,27,31,12,13,16,13,35,27,107,57,38,34,11,15,6,10,0,12
1500000US471570220232,471570220232,"Block Group 2, Census Tract 220.23, Shelby County, Tennessee",210,96,26,30,73,71,11,18,0,12,7,15,11,18,0,12,0,12,27,43,11,18,32,33,0,12,12,20,0,12,0,12,0,12
1500000US471570220233,471570220233,"Block Group 3, Census Tract 220.23, Shelby County, Tennessee",62,58,18,29,0,12,0,12,0,12,0,12,0,12,0,12,37,57,0,12,0,12,0,12,0,12,7,14,0,12,0,12,0,12
1500000US471570220241,471570220241,"Block Group 1, Census Tract 220.24, Shelby County, Tennessee",398,96,15,22,16,14,30,32,27,31,0,12,44,40,10,16,0,12,14,17,71,69,46,39,34,28,42,33,14,19,23,27,12,20
1500000US471570220242,471570220242,"Block Group 2, Census Tract 220.24, Shelby County, Tennessee",209,98,35,42,0,12,22,26,0,12,0,12,0,12,0,12,34,55,24,39,11,18,10,17,35,42,0,12,12,19,26,40,0,12
1500000US471570220243,471570220243,"Block Group 3, Census Tract 220.24, Shelby County, Tennessee",596,119,0,12,53,45,90,65,0,12,11,16,49,43,29,33,49,37,70,69,82,72,89,50,58,51,16,18,0,12,0,12,0,12
1500000US471570221111,471570221111,"Block Group 1, Census Tract 221.11, Shelby County, Tennessee",933,201,366,196,112,85,111,67,78,66,30,50,25,28,86,99,34,54,42,72,13,22,36,70,0,12,0,12,0,12,0,12,0,12
1500000US471570221112,471570221112,"Block Group 2, Census Tract 221.11, Shelby County, Tennessee",453,172,21,35,72,128,76,107,0,12,14,21,70,72,11,19,0,12,35,58,62,70,27,32,42,52,10,17,13,21,0,12,0,12
1500000US471570221113,471570221113,"Block Group 3, Census Tract 221.11, Shelby County, Tennessee",663,213,39,49,43,55,21,36,93,81,33,51,122,142,125,140,0,12,0,12,36,35,30,33,98,109,0,12,13,20,10,17,0,12
1500000US471570221114,471570221114,"Block Group 4, Census Tract 221.11, Shelby County, Tennessee",120,113,0,12,10,16,0,12,0,12,64,103,0,12,0,12,0,12,0,12,0,12,36,54,0,12,0,12,0,12,10,16,0,12
1500000US471570221121,471570221121,"Block Group 1, Census Tract 221.12, Shelby County, Tennessee",500,137,32,50,53,64,58,59,47,55,88,81,46,61,27,31,32,49,31,37,14,24,30,49,42,54,0,12,0,12,0,12,0,12
1500000US471570221122,471570221122,"Block Group 2, Census Tract 221.12, Shelby County, Tennessee",718,135,126,83,45,44,57,58,81,85,69,63,36,39,145,94,30,37,0,12,14,23,41,41,45,42,29,37,0,12,0,12,0,12
1500000US471570221123,471570221123,"Block Group 3, Census Tract 221.12, Shelby County, Tennessee",452,131,52,66,13,21,40,45,0,12,0,12,73,68,36,38,16,25,27,45,83,78,60,60,17,28,35,37,0,12,0,12,0,12
1500000US471570221124,471570221124,"Block Group 4, Census Tract 221.12, Shelby County, Tennessee",583,139,111,80,51,63,101,71,38,41,0,12,32,51,108,94,9,14,21,34,9,18,17,29,54,57,32,37,0,12,0,12,0,12
1500000US471570221211,471570221211,"Block Group 1, Census Tract 221.21, Shelby County, Tennessee",514,91,57,58,0,12,0,12,16,17,18,20,43,49,12,18,8,13,29,34,69,54,108,64,36,39,16,23,33,30,46,44,23,28
1500000US471570221212,471570221212,"Block Group 2, Census Tract 221.21, Shelby County, Tennessee",652,97,97,65,24,36,18,21,46,40,7,12,45,46,14,17,62,58,44,39,63,58,21,21,65,46,112,72,34,31,0,12,0,12
1500000US471570221213,471570221213,"Block Group 3, Census Tract 221.21, Shelby County, Tennessee",511,87,24,28,18,23,9,17,49,54,35,39,21,25,35,28,0,12,31,33,60,53,43,32,88,52,46,37,20,30,32,30,0,12
1500000US471570221221,471570221221,"Block Group 1, Census Tract 221.22, Shelby County, Tennessee",401,84,24,29,0,12,12,18,50,50,0,12,4,9,0,12,42,44,6,10,67,54,21,25,85,70,44,38,27,27,0,12,19,24
1500000US471570221222,471570221222,"Block Group 2, Census Tract 221.22, Shelby County, Tennessee",261,85,76,59,21,27,12,17,8,13,11,16,3,10,16,18,16,23,0,12,31,48,0,12,67,63,0,12,0,12,0,12,0,12
1500000US471570221223,471570221223,"Block Group 3, Census Tract 221.22, Shelby County, Tennessee",421,92,33,38,0,12,36,31,18,21,39,44,12,19,0,12,11,18,0,12,67,54,80,62,68,75,51,43,0,12,6,9,0,12
1500000US471570221224,471570221224,"Block Group 4, Census Tract 221.22, Shelby County, Tennessee",425,112,88,83,0,12,36,42,57,55,24,28,102,91,27,33,25,37,0,12,52,67,10,15,0,12,0,12,4,8,0,12,0,12
1500000US471570221301,471570221301,"Block Group 1, Census Tract 221.30, Shelby County, Tennessee",533,99,169,84,0,12,51,46,0,12,15,23,31,48,25,32,34,41,37,44,14,23,47,44,69,64,13,25,28,32,0,12,0,12
1500000US471570221302,471570221302,"Block Group 2, Census Tract 221.30, Shelby County, Tennessee",303,92,60,50,19,31,16,26,34,40,60,66,15,23,0,12,19,24,19,29,14,22,21,30,11,19,0,12,0,12,15,24,0,12
1500000US471570221303,471570221303,"Block Group 3, Census Tract 221.30, Shelby County, Tennessee",480,117,23,37,63,61,0,12,13,20,64,60,76,78,0,12,12,21,62,52,20,33,52,66,95,93,0,12,0,12,0,12,0,12
1500000US471570221304,471570221304,"Block Group 4, Census Tract 221.30, Shelby County, Tennessee",325,100,0,12,0,12,0,12,0,12,31,26,0,12,45,67,0,12,36,41,16,24,73,56,40,48,64,65,14,23,6,17,0,12
1500000US471570221305,471570221305,"Block Group 5, Census Tract 221.30, Shelby County, Tennessee",268,125,30,45,0,12,96,105,0,12,15,23,0,12,60,53,0,12,0,12,26,30,0,12,26,30,0,12,15,27,0,12,0,12
1500000US471570222101,471570222101,"Block Group 1, Census Tract 222.10, Shelby County, Tennessee",852,108,83,58,59,42,113,54,60,37,33,27,70,53,32,26,34,30,67,59,83,57,79,60,74,46,46,40,19,22,0,12,0,12
1500000US471570222102,471570222102,"Block Group 2, Census Tract 222.10, Shelby County, Tennessee",357,74,37,27,10,16,26,32,57,47,69,59,54,45,65,53,17,20,0,12,7,11,15,17,0,12,0,12,0,12,0,12,0,12
1500000US471570222103,471570222103,"Block Group 3, Census Tract 222.10, Shelby County, Tennessee",389,73,82,51,93,59,8,12,0,12,31,31,40,40,38,36,6,10,20,24,50,51,0,12,8,13,13,19,0,12,0,12,0,12
1500000US471570222201,471570222201,"Block Group 1, Census Tract 222.20, Shelby County, Tennessee",271,93,40,45,23,35,62,53,18,20,33,35,22,35,17,19,0,12,6,11,0,12,0,12,36,32,0,12,7,12,7,13,0,12
1500000US471570222202,471570222202,"Block Group 2, Census Tract 222.20, Shelby County, Tennessee",185,76,85,64,28,34,0,12,37,32,8,13,9,14,0,12,0,12,18,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US471570222203,471570222203,"Block Group 3, Census Tract 222.20, Shelby County, Tennessee",386,129,23,36,44,61,17,18,29,43,60,61,37,48,64,58,0,12,0,12,31,29,81,86,0,12,0,12,0,12,0,12,0,12
1500000US471570222204,471570222204,"Block Group 4, Census Tract 222.20, Shelby County, Tennessee",405,101,29,47,81,44,55,46,11,17,23,22,9,13,4,7,18,30,118,85,29,39,0,12,28,25,0,12,0,12,0,12,0,12
1500000US471570222205,471570222205,"Block Group 5, Census Tract 222.20, Shelby County, Tennessee",327,101,39,42,17,19,24,23,23,37,49,49,20,24,9,13,20,22,23,38,39,51,35,56,19,23,10,16,0,12,0,12,0,12
1500000US471570223101,471570223101,"Block Group 1, Census Tract 223.10, Shelby County, Tennessee",175,88,98,90,10,15,0,12,21,32,0,12,0,12,0,12,36,56,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12
1500000US471570223102,471570223102,"Block Group 2, Census Tract 223.10, Shelby County, Tennessee",423,132,134,94,15,23,42,48,0,12,24,23,19,22,41,37,50,78,22,36,18,22,25,25,33,52,0,12,0,12,0,12,0,12
1500000US471570223103,471570223103,"Block Group 3, Census Tract 223.10, Shelby County, Tennessee",402,103,97,67,44,45,10,15,55,44,38,38,42,26,27,35,40,51,19,22,12,20,0,12,9,14,9,15,0,12,0,12,0,12
1500000US471570223104,471570223104,"Block Group 4, Census Tract 223.10, Shelby County, Tennessee",325,90,31,29,0,12,24,30,72,54,0,12,9,14,0,12,10,13,34,47,70,64,31,44,44,38,0,12,0,12,0,12,0,12
1500000US471570223105,471570223105,"Block Group 5, Census Tract 223.10, Shelby County, Tennessee",543,140,95,81,71,66,62,61,101,88,17,20,48,47,9,17,25,33,8,13,54,42,10,16,18,28,11,17,0,12,14,19,0,12
1500000US471570223211,471570223211,"Block Group 1, Census Tract 223.21, Shelby County, Tennessee",303,85,43,52,43,49,0,12,33,36,21,33,9,16,12,18,30,46,16,19,18,29,26,41,17,16,7,11,28,40,0,12,0,12
1500000US471570223212,471570223212,"Block Group 2, Census Tract 223.21, Shelby County, Tennessee",364,91,49,56,44,56,24,26,37,34,53,58,11,15,44,48,0,12,31,26,26,23,18,21,4,7,0,12,12,15,0,12,11,17
1500000US471570223213,471570223213,"Block Group 3, Census Tract 223.21, Shelby County, Tennessee",675,117,81,60,87,68,45,32,47,37,20,25,86,56,45,48,39,28,44,33,77,50,24,25,0,12,80,58,0,12,0,12,0,12
1500000US471570223221,471570223221,"Block Group 1, Census Tract 223.22, Shelby County, Tennessee",668,89,86,65,66,57,22,25,28,45,0,12,98,56,38,50,64,56,29,30,39,38,30,27,72,53,79,62,17,19,0,12,0,12
1500000US471570223222,471570223222,"Block Group 2, Census Tract 223.22, Shelby County, Tennessee",392,84,54,48,79,46,19,25,25,29,44,54,6,9,30,29,0,12,29,34,0,12,34,34,29,29,40,40,3,9,0,12,0,12
1500000US471570223223,471570223223,"Block Group 3, Census Tract 223.22, Shelby County, Tennessee",205,76,20,23,0,12,9,14,57,59,35,43,15,20,0,12,0,12,16,20,17,19,8,12,6,11,10,15,12,15,0,12,0,12
1500000US471570223224,471570223224,"Block Group 4, Census Tract 223.22, Shelby County, Tennessee",272,76,44,33,0,12,8,13,16,17,9,14,35,52,29,22,0,12,10,17,42,52,6,10,26,23,19,30,28,47,0,12,0,12
1500000US471570223301,471570223301,"Block Group 1, Census Tract 223.30, Shelby County, Tennessee",456,106,36,40,25,38,127,84,31,40,7,11,9,15,34,35,18,15,45,51,41,46,17,18,47,38,19,22,0,12,0,12,0,12
1500000US471570223302,471570223302,"Block Group 2, Census Tract 223.30, Shelby County, Tennessee",591,106,117,69,18,17,20,32,79,66,78,57,83,55,35,39,48,44,42,34,13,18,28,26,30,25,0,12,0,12,0,12,0,12
1500000US471570223303,471570223303,"Block Group 3, Census Tract 223.30, Shelby County, Tennessee",647,96,78,33,38,29,46,33,98,72,15,16,18,20,71,66,45,40,3,7,86,57,90,65,20,33,39,29,0,12,0,12,0,12
1500000US471570224101,471570224101,"Block Group 1, Census Tract 224.10, Shelby County, Tennessee",295,85,5,9,25,31,27,43,0,12,45,52,0,12,29,33,0,12,32,25,29,35,47,60,56,64,0,12,0,12,0,12,0,12
1500000US471570224102,471570224102,"Block Group 2, Census Tract 224.10, Shelby County, Tennessee",285,111,63,64,17,28,35,56,0,12,18,18,0,12,24,30,0,12,0,12,23,25,49,46,10,17,46,67,0,12,0,12,0,12
1500000US471570224103,471570224103,"Block Group 3, Census Tract 224.10, Shelby County, Tennessee",542,138,34,33,67,76,60,62,57,52,39,38,48,59,59,63,0,12,47,58,51,46,44,70,0,12,11,19,0,12,25,35,0,12
1500000US471570224104,471570224104,"Block Group 4, Census Tract 224.10, Shelby County, Tennessee",681,135,53,50,41,39,16,24,22,27,15,26,18,21,0,12,31,37,0,12,142,101,65,59,148,93,0,12,53,64,50,46,27,33
1500000US471570224105,471570224105,"Block Group 5, Census Tract 224.10, Shelby County, Tennessee",408,110,61,59,18,24,32,50,11,17,99,70,28,29,0,12,18,31,18,19,11,18,18,20,8,17,32,51,0,12,27,42,27,38
1500000US471570225001,471570225001,"Block Group 1, Census Tract 225, Shelby County, Tennessee",608,97,96,56,32,28,42,38,8,10,83,54,51,39,36,29,85,45,0,12,51,28,30,27,47,31,10,15,5,8,0,12,32,35
1500000US471570225002,471570225002,"Block Group 2, Census Tract 225, Shelby County, Tennessee",438,52,0,12,8,14,24,26,0,12,16,18,17,27,41,29,39,32,0,12,18,19,49,40,49,31,95,45,10,16,40,40,32,28
1500000US471570225003,471570225003,"Block Group 3, Census Tract 225, Shelby County, Tennessee",35,29,0,12,0,12,0,12,6,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,32,0,12,0,12,8,13
1500000US471570225004,471570225004,"Block Group 4, Census Tract 225, Shelby County, Tennessee",337,81,41,37,54,49,22,26,22,24,44,34,0,12,0,12,20,31,0,12,22,23,38,37,46,41,10,15,18,28,0,12,0,12
1500000US471570225005,471570225005,"Block Group 5, Census Tract 225, Shelby County, Tennessee",259,66,23,30,29,26,18,21,0,12,16,25,6,9,0,12,21,33,8,12,41,40,75,59,9,14,8,11,5,9,0,12,0,12
1500000US471570226001,471570226001,"Block Group 1, Census Tract 226, Shelby County, Tennessee",637,111,119,65,46,54,29,32,55,44,28,33,82,60,13,20,32,31,4,7,57,36,129,56,8,13,25,28,0,12,0,12,10,12
1500000US471570226002,471570226002,"Block Group 2, Census Tract 226, Shelby County, Tennessee",671,105,104,62,59,42,38,30,36,33,16,15,47,45,42,40,13,17,25,29,71,52,62,42,66,41,52,50,23,26,17,27,0,12
1500000US471570227001,471570227001,"Block Group 1, Census Tract 227, Shelby County, Tennessee",271,112,26,33,14,15,34,36,16,27,0,12,65,85,35,34,0,12,23,28,40,44,0,12,0,12,18,28,0,12,0,12,0,12
1500000US471570227002,471570227002,"Block Group 2, Census Tract 227, Shelby County, Tennessee",390,118,28,33,0,12,115,90,38,43,0,12,34,38,0,12,0,12,0,12,66,63,109,88,0,12,0,12,0,12,0,12,0,12
1500000US471570227003,471570227003,"Block Group 3, Census Tract 227, Shelby County, Tennessee",411,99,106,89,54,52,0,12,35,41,14,22,0,12,13,20,14,21,17,28,111,65,30,36,17,27,0,12,0,12,0,12,0,12
